state	year	mrall	beertax	mlda	jaild	comserd	vmiles	unrate	perinc
22	1984	2.154230024	0.79780221	18	yes	yes	7.080938477	10	12017.58203
22	1985	2.077660029	0.769067824	18	yes	yes	7.445878418	11.5	11972.45801
22	1986	2.071570052	0.749226034	18	yes	yes	7.108686035	13.10000038	11602.68359
22	1987	1.853839931	0.726000011	20.5	yes	yes	6.85920752	12	11515
22	1988	2.098459954	0.698748827	21	yes	yes	7.867977051	10.89999962	11830.60645
23	1982	1.461270003	0.805489302	20	yes	no	6.733285645	8.600000381	11442.7207
23	1983	1.956329943	0.774082601	20	yes	no	6.92051709	9	11795.87109
23	1984	2.006919967	0.741758227	20	yes	no	8.083908203	6.099999905	12271.42871
23	1985	1.769759983	0.715042412	20.5	yes	no	7.969934082	5.400000095	12609.11035
23	1986	1.82593998	0.749807	21	yes	no	8.550347656	5.300000191	13292.05371
23	1987	1.954509935	0.787500024	21	yes	no	9.069936523	4.400000095	13984
23	1988	2.116179967	0.757940352	21	yes	no	9.461399414	3.799999952	14538.97949
24	1982	1.497780031	0.241050124	21	no	no	6.76809375	8.399999619	15198.09082
24	1983	1.525230036	0.231651381	21	no	no	7.118825195	6.900000095	15644.49512
24	1984	1.478500053	0.221978024	21	no	no	7.289488281	5.400000095	16313.18652
24	1985	1.659840054	0.213983059	21	no	no	7.590409668	4.599999905	16921.60938
24	1986	1.757449936	0.208462343	21	no	no	7.82670459	4.5	17475.74805
24	1987	1.794929995	0.202000007	21	no	no	8.046975098	4.199999809	18167
24	1988	1.691910002	0.194417715	21	no	no	8.112945801	4.5	18755.5332
25	1982	1.146689974	0.286396176	20	no	no	6.380050781	7.900000095	15215.99023
25	1983	1.129029988	0.275229365	20	no	no	6.510739746	6.900000095	15801.60547
25	1984	1.14866998	0.263736248	20	no	no	6.64659082	4.800000191	16735.16406
25	1985	1.274480019	0.254237294	20.5	no	no	6.818296387	3.900000095	17271.18555
25	1986	1.289000065	0.247678012	21	no	no	7.027964355	3.799999952	18145.51172
25	1987	1.17677002	0.239999995	21	no	no	7.225436035	3.200000048	19050
25	1988	1.231110073	0.230991334	21	no	no	7.358472656	3.299999952	20034.64844
26	1982	1.526819979	0.545653939	21	no	no	6.712743164	15.5	13247.0166
26	1983	1.451290009	0.524378419	21	no	no	6.721328125	14.19999981	13606.65137
26	1984	1.690219942	0.502481282	21	no	no	7.007070801	11.19999981	14317.58203
26	1985	1.700040011	0.484383464	21	no	no	7.416576172	9.899999619	14830.50879
26	1986	1.756209967	0.471886456	21	no	no	7.829523438	8.800000191	15278.6377
26	1987	1.735870028	0.457257986	21	no	no	8.228915039	8.199999809	15418
26	1988	1.844159997	0.440094322	21	no	no	8.430646484	7.599999905	15930.70215
27	1982	1.381559996	0.346062034	19	no	no	7.059263672	7.800000191	13781.62305
27	1983	1.338959992	0.332568794	19	no	no	7.494074707	8.199999809	13840.59668
27	1984	1.398029999	0.3186813	19	no	no	7.644966309	6.300000191	14734.06641
27	1985	1.450039999	0.307203382	19	no	no	7.795873047	6	14983.05078
27	1986	1.355330023	0.299277604	19.67000008	no	no	8.05317627	5.300000191	15464.39648
27	1987	1.248229964	0.316249996	21	no	no	8.282359375	5.400000095	15910
27	1988	1.420939952	0.320981711	21	no	no	8.462254883	4	16048.12305
28	1982	2.843789989	1.145942807	21	no	no	6.679400879	11	9553.699219
28	1983	2.768099948	1.101261497	21	no	no	6.891988281	12.60000038	9513.761719
28	1984	2.613549877	1.055274725	21	no	no	7.098540039	10.80000019	9792.307617
28	1985	2.533489896	1.076631427	21	no	no	7.32109668	10.30000019	9797.669922
28	1986	2.938259859	1.065387011	21	no	no	7.48932373	11.69999981	9996.904297
28	1987	2.880000102	0.960300028	21	no	no	7.684952148	10.19999981	10303
28	1988	2.755729947	0.924254119	21	no	no	8.413373047	8.399999619	10698.74902
29	1982	1.800890022	0.346612185	21	no	no	7.082758789	9.199999809	12968.97363
29	1983	1.835580042	0.333097488	21	no	no	7.36307373	9.899999619	13186.92676
29	1984	1.933610038	0.319187909	21	no	no	7.705445801	7.199999809	13727.47266
29	1985	1.851260022	0.307691753	21	no	no	7.811482422	6.400000095	14033.89844
29	1986	2.229459933	0.299753368	21	no	no	8.161916992	6.099999905	14368.4209
29	1987	2.045860019	0.290461004	21	no	no	8.500705078	6.300000191	14648
29	1988	2.145500039	0.279558241	21	no	no	8.864046875	5.699999809	14871.99219
30	1982	3.155280137	0.346447468	19	yes	no	8.284473633	8.600000381	12033.41309
30	1983	3.504900087	0.332939208	19	yes	no	8.800240234	8.800000191	11954.12891
30	1984	2.891859913	0.319036245	19	yes	no	8.974486328	7.400000095	11906.59375
30	1985	2.69976008	0.319078386	19	yes	no	9.167078125	7.699999809	11669.49121
30	1986	2.717259922	0.322081536	19	yes	no	9.57528125	8.100000381	12076.36719
30	1987	2.892460034	0.323799998	20.32999992	yes	no	9.980223633	7.400000095	12291
30	1988	2.459629904	0.322910488	21	yes	no	10.10932715	6.800000191	12383.06055
31	1982	1.641510025	0.375894994	20	no	no	7.19182666	6.099999905	13192.12402
31	1983	1.597740047	0.361238539	20	no	no	7.226797852	5.699999809	12919.72461
31	1984	1.77569993	0.346153855	20	no	no	26.14827148	4.400000095	13540.65918
31	1985	1.475720055	0.369438559	21	no	no	7.505624512	5.5	13735.16992
31	1986	1.81476993	0.464396268	21	no	no	7.867966309	5	13971.10449
31	1987	1.863240032	0.466874987	21	no	no	8.212685547	4.900000095	14300
31	1988	1.629210019	0.498075068	21	no	no	8.368896484	3.599999905	14219.44141
32	1982	3.189069976	0.161097854	21	no	no	7.304108887	10.10000038	14914.08105
32	1983	2.820510126	0.199971333	21	yes	yes	7.661084961	9.800000191	14863.53223
32	1984	2.715380106	0.222527474	21	yes	yes	7.995649414	7.800000191	15214.28613
32	1985	2.767090045	0.214512706	21	yes	yes	8.083321777	8	15564.61816
32	1986	2.409510053	0.208978325	21	yes	yes	8.253347656	6	15976.26465
32	1987	2.601789893	0.202500001	21	yes	yes	8.337644531	6.300000191	16412
32	1988	2.713470021	0.194898948	21	yes	yes	8.528455078	5.199999809	16853.70508
33	1982	1.82489006	0.483293563	20	no	no	7.353357422	7.400000095	13834.12891
33	1983	1.991659956	0.56766057	20	no	no	7.488015625	5.400000095	14662.84375
33	1984	1.963190007	0.741758227	20	no	no	7.458077148	4.300000191	15451.64844
33	1985	1.913830056	0.715042412	20	no	no	7.553115723	3.900000095	16280.7207
33	1986	1.674780069	0.696594417	20.5	no	no	8.133394531	2.799999952	17132.0957
33	1987	1.693469967	0.675000012	21	no	no	8.672647461	2.5	17906
33	1988	1.52994995	0.64966315	21	no	no	8.762188477	2.400000095	18704.52344
34	1982	1.427990064	0.08949881	19	no	no	6.971983398	9	16665.87109
34	1983	1.247990003	0.086009175	21	no	no	6.992091797	7.800000191	17275.22852
34	1984	1.226549939	0.082417585	21	no	no	6.959141113	6.199999809	18065.93359
34	1985	1.274800015	0.079449154	21	no	no	7.023037109	5.699999809	18662.07617
34	1986	1.362619951	0.077399381	21	no	no	7.224901855	5	19421.05273
34	1987	1.333419932	0.075000003	21	no	no	7.438867188	4	20313
34	1988	1.361220056	0.072184794	21	no	no	7.59887207	3.799999952	21168.43164
35	1982	4.217840033	0.241646782	21	no	no	8.662289063	9.199999809	11347.25488
35	1983	3.787449969	0.348337173	21	no	no	8.329537109	10.10000038	11288.99121
35	1984	3.485270136	0.445054948	21	no	no	8.718083984	7.5	11539.56055
35	1985	3.689659934	0.429025412	21	no	no	9.151045898	8.800000191	11861.22852
35	1986	3.373899963	0.41795665	21	no	no	9.596344727	9.199999809	11825.59375
35	1987	3.786669986	0.405000001	21	no	no	10.07734277	8.899999619	11898
35	1988	3.23159009	0.389797896	21	no	no	10.14135352	7.800000191	12019.24902
36	1982	1.229320042	0.119331747	19	no	no	4.576345703	8.600000381	15158.71094
36	1983	1.174439967	0.132855505	19	no	no	4.73751123	8.600000381	15573.39453
36	1984	1.160820029	0.135999992	19	no	no	4.917594238	7.199999809	16335.16504
36	1985	1.128040021	0.131101698	19.15999985	no	no	5.090125488	6.5	16708.68555
36	1986	1.192470008	0.127719298	21	no	no	5.296994629	6.300000191	17326.10938
36	1987	1.308840001	0.12376	21	no	no	5.498025879	4.900000095	18005
36	1988	1.259139972	0.119114533	21	no	no	5.789921875	4.199999809	18580.36523
37	1982	2.165890037	1.431980968	21	no	no	7.164225586	9	11078.75879
37	1983	2.030610049	1.376146793	21	no	no	7.41123291	8.899999619	11455.27539
37	1984	2.351610019	1.318681359	21	no	no	7.814156738	6.699999809	12089.01074
37	1985	2.369300055	1.271186471	21	no	no	7.981279785	5.400000095	12353.81348
37	1986	2.601479937	1.238390088	21	no	no	8.254920898	5.300000191	12839.00977
37	1987	2.4699801	1.200000048	21	no	no	8.513946289	4.5	13325
37	1988	2.424099948	1.154956698	21	no	no	8.929410156	3.599999905	13767.08398
38	1982	2.202379983	0.429594278	21	no	no	7.815472656	5.900000095	12553.69922
38	1983	1.703379967	0.412844062	21	no	no	7.875195801	5.599999905	12389.9082
38	1984	1.455599995	0.395604402	21	no	no	7.82676123	5.099999905	12690.11035
38	1985	1.313870016	0.381355941	21	no	no	7.864242188	5.900000095	12661.0166
38	1986	1.472750009	0.371517032	21	no	no	8.150198242	6.300000191	12817.33789
38	1987	1.502980012	0.360000014	21	no	no	8.453890625	5.199999809	12971
38	1988	1.559219963	0.346487015	21	no	no	8.643175781	4.800000191	12351.2998
39	1982	1.491550065	0.429594278	21	no	no	6.659626953	12.5	13039.37988
39	1983	1.473269949	0.412844062	21	yes	no	6.818203613	12.19999981	13236.23828
39	1984	1.532589959	0.395604402	21	yes	no	6.973470703	9.399999619	13784.61523
39	1985	1.53201996	0.381355941	21	yes	no	7.031748535	8.899999619	13992.58496
39	1986	1.55657006	0.371517032	21	yes	no	7.196973633	8.100000381	14279.66992
39	1987	1.643180003	0.360000014	21	no	no	7.340248047	7	14598
39	1988	1.624139986	0.346487015	21	no	no	7.553217773	6	14952.83887
40	1982	3.262149985	0.866348445	21	no	no	9.288460938	5.699999809	13552.50586
40	1983	2.561160072	0.832568824	21	no	no	8.929328125	9	12784.40332
40	1984	2.40784997	0.947390079	21	no	no	9.359798828	7	12881.31836
40	1985	2.253860002	0.961334765	21	no	no	9.445915039	7.099999905	12904.66113
40	1986	2.114340023	0.936532557	21	no	no	9.496078125	8.199999809	12656.34668
40	1987	1.824570063	0.907500029	21	no	no	9.659524414	7.400000095	12607
40	1988	1.955579937	0.873436034	21	no	no	9.990114258	6.699999809	12822.90625
41	1982	1.940799993	0.225190938	21	no	no	7.262638184	11.5	12626.49121
41	1983	2.067669993	0.216410562	21	no	no	7.728198242	10.80000019	12925.45898
41	1984	2.137520059	0.207373634	21	yes	yes	7.826238281	9.399999619	13246.1543
41	1985	2.080389968	0.199904665	21	yes	yes	7.985869141	8.800000191	13376.05957
41	1986	2.290900011	0.194747165	21	yes	yes	8.288321289	8.5	13649.12305
41	1987	2.276059968	0.188710004	21	yes	yes	8.565328125	6.199999809	14019
41	1988	2.44669005	0.181626573	21	yes	yes	9.108770508	5.800000191	14326.27539
42	1982	1.531269954	0.286396176	21	no	no	6.003268555	10.89999962	13651.55176
42	1983	1.44731006	0.275229365	21	no	no	6.080384277	11.80000019	13706.42188
42	1984	1.452849974	0.263736248	21	no	no	6.250283203	9.100000381	13987.91211
42	1985	1.494140015	0.254237294	21	no	no	6.36363623	8	14356.99121
42	1986	1.592399931	0.247678012	21	no	no	6.476124023	6.800000191	14713.10645
42	1987	1.664709998	0.239999995	21	no	no	6.587291992	5.699999809	15200
42	1988	1.609030005	0.230991334	21	no	no	6.769258301	5.099999905	15623.67676
44	1982	1.100630034	0.174224347	20	no	no	6.192878418	10.19999981	13326.96875
44	1983	1.046030011	0.167431191	20	no	no	6.290824707	8.300000191	13759.17383
44	1984	0.821209978	0.160439551	20.5	no	no	5.509383301	5.300000191	14312.08789
44	1985	1.126029965	0.154661015	21	no	no	6.015479004	4.900000095	14595.33887
44	1986	1.271789952	0.150670797	21	no	no	6.064592285	4	15109.3916
44	1987	1.146040013	0.145999998	21	no	no	6.088210938	3.799999952	15633
44	1988	1.258809934	0.140519723	21	no	no	5.894251465	3.099999905	16257.94043
45	1982	2.262860071	2.062052488	21	no	no	7.508355469	10.80000019	10393.79492
45	1983	2.590549993	1.981651425	21	yes	yes	7.666370117	10	10693.80762
45	1984	2.774079912	1.898901105	21	yes	yes	7.865243164	7.099999905	11160.43945
45	1985	2.841349924	1.830508471	21	yes	yes	7.970419434	6.800000191	11369.70313
45	1986	3.132210113	1.783281803	21	yes	yes	8.414967773	6.199999809	11674.92285
45	1987	3.170800046	1.728000045	21	yes	yes	8.824517578	5.599999905	12027
45	1988	2.979830024	1.663137674	21	yes	yes	9.152458984	4.5	12440.80859
46	1982	2.132560039	0.718377113	21	no	no	9.165685547	5.5	11323.38867
46	1983	2.50357989	0.690366983	21	no	no	9.037208008	5.400000095	11091.74316
46	1984	2.028370072	0.661538482	21	no	no	9.079438477	4.300000191	11661.53809
46	1985	1.836159936	0.637711883	21	no	no	8.865828125	5.099999905	11684.32227
46	1986	1.89265993	0.621259034	21	no	no	8.817817383	4.699999809	12175.43848
46	1987	1.889989944	0.609252989	21	no	no	8.757422852	4.199999809	12545
46	1988	2.061709965	0.593364775	21	no	no	9.304342773	3.900000095	12276.22754
47	1982	2.261519985	0.338094264	19	yes	no	7.458300293	11.80000019	10988.06641
47	1983	2.211560059	0.324911684	19	yes	no	7.733209473	11.5	11183.48633
47	1984	2.316970058	0.311343938	19.67000008	yes	no	7.728100098	8.600000381	11704.39551
47	1985	2.312050055	0.300130278	21	yes	no	7.614015625	8	11919.49121
47	1986	2.562500013	0.292386979	21	yes	no	8.165	8	12371.5166
47	1987	2.570550132	0.28332299	21	yes	no	8.676842773	6.599999905	12876
47	1988	2.586309856	0.27268815	21	yes	no	9.028182617	5.800000191	13352.26172
48	1982	2.740340133	0.433174223	19	no	no	8.144787598	6.900000095	13942.7207
48	1983	2.417170035	0.416284412	19	no	no	8.338572266	8	13692.66016
48	1984	2.432379988	0.41884616	19	no	no	8.564128906	5.900000095	14039.56055
48	1985	2.246789954	0.461440682	19	no	no	8.751545898	7	14270.12695
48	1986	2.137340052	0.449535608	19.67000008	no	no	8.821696289	8.899999619	13950.46484
48	1987	1.942340023	0.435600013	21	no	no	9.005047852	8.399999619	13889
48	1988	2.01472998	0.419249296	21	no	no	9.290322266	7.300000191	14038.49902
49	1982	1.893449953	0.356840104	21	no	no	7.012183105	7.800000191	10788.7832
49	1983	1.774289995	0.62925458	21	yes	yes	7.03509082	9.199999809	10779.81641
49	1984	1.940850052	0.877348363	21	yes	yes	7.184841797	6.5	11120.87891
49	1985	1.841949997	0.845748901	21	yes	yes	7.317344238	5.900000095	11284.95801
49	1986	1.881009957	0.823928773	21	yes	yes	7.426683594	6	11339.52539
49	1987	1.761900057	0.798386991	21	yes	yes	7.547003418	6.400000095	11389
49	1988	1.757400023	0.76841867	21	yes	yes	7.847944824	4.900000095	11735.32227
50	1982	2.057689999	0.711515486	18	no	no	7.678837402	6.900000095	12064.43945
50	1983	1.790480019	0.683772922	18	no	no	7.906683594	6.900000095	12186.92676
50	1984	2.150939981	0.655219793	18	no	no	8.30753418	5.199999809	12680.21973
50	1985	2.149530046	0.631620765	18	no	no	8.762605469	4.800000191	13112.28809
50	1986	2.014789934	0.615325093	19.5	no	no	8.990769531	4.699999809	13740.96973
50	1987	2.171530068	0.596249998	21	no	no	9.195244141	3.599999905	14325
50	1988	2.315979946	0.573869109	21	no	no	9.969486328	2.799999952	14727.62305
51	1982	1.605029975	0.758949876	21	no	no	7.547831055	7.699999809	13878.28125
51	1983	1.620800031	0.729357779	21	no	no	7.609125488	6.099999905	14299.31152
51	1984	1.79737006	0.698901057	21	no	no	7.900443848	5	14906.59375
51	1985	1.710479992	0.673728764	21	no	no	8.399579102	5.599999905	15323.09277
51	1986	1.943050011	0.656346738	21	no	no	8.866416992	5	15915.37695
51	1987	1.729340001	0.635999978	21	no	no	9.287623047	4.199999809	16486
51	1988	1.780549937	0.612127006	21	no	no	9.55162793	3.900000095	17011.54883
53	1982	1.74847999	0.231758952	21	yes	no	7.306682617	12.10000038	14342.48242
53	1983	1.621370029	0.231558487	21	yes	no	8.395816406	11.19999981	14534.40332
53	1984	1.71534004	0.221889019	21	yes	no	7.874928223	9.5	14758.24219
53	1985	1.687460026	0.213897243	21	yes	no	7.796563965	8.100000381	14909.95801
53	1986	1.575170027	0.208378747	21	yes	no	8.16668457	8.199999809	15375.64453
53	1987	1.718819985	0.201919004	21	yes	no	8.488326172	7.599999905	15630
53	1988	1.673840015	0.194339752	21	yes	no	8.995921875	6.199999809	15854.66797
54	1982	2.294750011	0.476363957	18	yes	no	5.574712891	13.89999962	10748.20996
54	1983	2.165049955	0.457790136	18.5	yes	no	5.958217285	18	10451.83496
54	1984	2.245000069	0.438673615	19	yes	no	6.49461084	15	10641.75781
54	1985	2.16942004	0.422873914	19	yes	no	6.541317871	13	10669.49121
54	1986	2.295250015	0.41196388	19.67000008	yes	no	6.887314941	11.80000019	10888.54492
54	1987	2.482869895	0.399192989	21	yes	no	7.244076172	10.80000019	10992
54	1988	2.452030021	0.384208858	21	yes	no	7.400866211	9.899999619	11294.51367
55	1982	1.62241995	0.173031017	18	no	no	6.909823242	10.69999981	13213.60352
55	1983	1.527279965	0.166284397	18	no	no	7.184746094	10.39999962	13291.28418
55	1984	1.726170012	0.15934065	18.5	no	no	7.426940918	7.300000191	13818.68164
55	1985	1.558119984	0.153601691	19	no	no	7.681489258	7.199999809	13952.33008
55	1986	1.561779936	0.149638802	19.67000008	no	no	8.03637207	7	14351.90918
55	1987	1.657999965	0.144999996	21	no	no	8.361978516	6.099999905	14720
55	1988	1.662199938	0.139557257	21	no	no	8.74519043	4.300000191	14941.29004
56	1982	3.941179893	0.053699285	19	yes	no	10.35491113	5.800000191	14600.23828
56	1983	3.352710046	0.051605508	19	yes	no	9.804254883	8.399999619	13574.54102
56	1984	3.060429881	0.04945055	19	yes	no	9.994155273	6.300000191	13456.04395
56	1985	2.986250038	0.047669493	19	yes	no	10.61101074	7.099999905	13595.33887
56	1986	3.313609923	0.046439629	19	yes	no	10.61933105	9	13126.93457
56	1987	2.632650139	0.045000002	19	yes	no	10.9530498	8.600000381	12719
56	1988	3.235909971	0.043310877	19.5	yes	no	11.81211523	6.300000191	13098.1709
